GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO ASPECT	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	DATE
P06737	PYGL	enables	GO:0008184	F	ECO:0000315	IMP	PMID:9529348		9606	UniProt		20080417
P06737	PYGL	enables	GO:0008184	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0004507|MGI:MGI:97829|MGI:MGI:97830|PANTHER:PTN000157685|RGD:3460|RGD:3461|RGD:620687|SGD:S000006364|UniProtKB:P06737|UniProtKB:P0AC86|dictyBase:DDB_G0281383|dictyBase:DDB_G0291123	9606	GO_Central		20170228
P06737	PYGL	enables	GO:0008184	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000811	9606	InterPro		20201205
P06737	PYGL	enables	GO:0004645	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011833	9606	InterPro		20201205
P06865	HEXA	enables	GO:0008375	F	ECO:0000314	IDA	PMID:25645918		9606	UniProt		20150709
P07686	HEXB	enables	GO:0008375	F	ECO:0000314	IDA	PMID:25645918		9606	UniProt		20150709
P07741	APRT	enables	GO:0003999	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:88061|PANTHER:PTN002088255|PomBase:SPAC23A1.03|SGD:S000004484	9606	GO_Central		20180216
P07741	APRT	enables	GO:0003999	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005764	9606	InterPro		20201205
P07741	APRT	enables	GO:0003999	F	ECO:0000304	TAS	PMID:3531209		9606	PINC		20030904
P07741	APRT	enables	GO:0003999	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.7	9606	UniProt		20201205
P07741	APRT	enables	GO:0003999	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P08030|ensembl:ENSMUSP00000006764	9606	Ensembl		20201205
P09874	PARP1	enables	GO:1990404	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1340806|PANTHER:PTN000396992|UniProtKB:P09874|UniProtKB:Q9UGN5|UniProtKB:Q9Y6F1|dictyBase:DDB_G0278741|dictyBase:DDB_G0292820	9606	GO_Central		20200807
P09874	PARP1	enables	GO:0003950	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0010247|MGI:MGI:1340806|MGI:MGI:1341112|PANTHER:PTN000396992|RGD:2053|TAIR:locus:2042511|UniProtKB:P09874|UniProtKB:Q9Y6F1|WB:WBGene00004049|WB:WBGene00004050|dictyBase:DDB_G0278741|dictyBase:DDB_G0279195	9606	GO_Central		20200807
P09874	PARP1	enables	GO:0140294	F	ECO:0000314	IDA	PMID:27471034		9606	UniProt		20181126
P09874	PARP1	enables	GO:1990404	F	ECO:0000314	IDA	PMID:19764761		9606	UniProt		20181126
P09874	PARP1	enables	GO:1990404	F	ECO:0000314	IDA	PMID:25043379		9606	UniProt		20181126
P09874	PARP1	enables	GO:1990404	F	ECO:0000314	IDA	PMID:7852410		9606	UniProt		20181126
P09874	PARP1	enables	GO:1990404	F	ECO:0000314	IDA	PMID:26344098		9606	UniProt		20181126
P09874	PARP1	enables	GO:1990404	F	ECO:0000314	IDA	PMID:28190768		9606	UniProt		20170307
P09874	PARP1	enables	GO:0003950	F	ECO:0000314	IDA	PMID:7852410		9606	UniProt		20181126
P09874	PARP1	enables	GO:0003950	F	ECO:0000314	IDA	PMID:19764761		9606	UniProt		20181126
P09874	PARP1	enables	GO:0003950	F	ECO:0000314	IDA	PMID:17396150		9606	UniProt		20090814
P09874	PARP1	enables	GO:0003950	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004102|InterPro:IPR008288|InterPro:IPR012317|InterPro:IPR036616	9606	InterPro		20201205
P09874	PARP1	enables	GO:0003950	F	ECO:0000304	TAS	PMID:2513174		9606	PINC		20030904
P09874	PARP1	enables	GO:0003950	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.30	9606	UniProt		20201205
P09874	PARP1	enables	GO:0003950	F	ECO:0000314	IDA	PMID:23275542		9606	MGI		20140331
P09874	PARP1	enables	GO:0003950	F	ECO:0000304	TAS	Reactome:R-HSA-2187325		9606	Reactome		20120409
P09874	PARP1	enables	GO:0003950	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P27008|ensembl:ENSRNOP00000004232	9606	Ensembl		20201205
P09874	PARP1	enables	GO:0003950	F	ECO:0000314	IDA	PMID:19470756		9606	BHF-UCL		20121130
P09874	PARP1	enables	GO:0003950	F	ECO:0000315	IMP	PMID:22504299		9606	CAFA		20170124
P09874	PARP1	enables	GO:0003950	F	ECO:0000314	IDA	PMID:16107709		9606	UniProt		20071002
P0DN25	C1GALT1C1L	enables	GO:0016263	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0032078|PANTHER:PTN000547277|UniProtKB:Q9NS00	9606	GO_Central		20170228
P0DTE4	UGT2A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:19858781		9606	UniProt		20200914
P0DTE4	UGT2A1	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
P0DTE4	UGT2A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:23756265		9606	UniProt		20200909
P0DTE5	UGT2A2	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
P0DTE5	UGT2A2	enables	GO:0015020	F	ECO:0000314	IDA	PMID:23756265		9606	UniProt		20200909
P0DTE5	UGT2A2	enables	GO:0015020	F	ECO:0000314	IDA	PMID:19858781		9606	UniProt		20200914
P11172	UMPS	enables	GO:0004588	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0003257|PANTHER:PTN000444530|RGD:1311908|TAIR:locus:504955714|UniProtKB:P11172|WB:WBGene00011559|WB:WBGene00020036|dictyBase:DDB_G0280041	9606	GO_Central		20190306
P11172	UMPS	enables	GO:0004588	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004467|InterPro:IPR023031	9606	InterPro		20201205
P11172	UMPS	enables	GO:0004588	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.10	9606	UniProt		20201205
P11172	UMPS	enables	GO:0004588	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q4QQS7|ensembl:ENSRNOP00000002450	9606	Ensembl		20201205
P11172	UMPS	enables	GO:0004588	F	ECO:0000314	IDA	PMID:6893554		9606	UniProt		20080911
P11172	UMPS	enables	GO:0004588	F	ECO:0000314	IDA	PMID:11730338		9606	UniProt		20080911
P11216	PYGB	enables	GO:0008184	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0004507|MGI:MGI:97829|MGI:MGI:97830|PANTHER:PTN000157685|RGD:3460|RGD:3461|RGD:620687|SGD:S000006364|UniProtKB:P06737|UniProtKB:P0AC86|dictyBase:DDB_G0281383|dictyBase:DDB_G0291123	9606	GO_Central		20170228
P11216	PYGB	enables	GO:0008184	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000811	9606	InterPro		20201205
P11216	PYGB	enables	GO:0004645	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011833	9606	InterPro		20201205
P11216	PYGB	enables	GO:0004645	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.1	9606	UniProt		20201205
P11216	PYGB	enables	GO:0102250	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.1	9606	UniProt		20201205
P11216	PYGB	enables	GO:0102499	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.1	9606	UniProt		20201205
P11216	PYGB	enables	GO:0008184	F	ECO:0000303	NAS	PMID:3346228		9606	UniProt		20080416
P11217	PYGM	enables	GO:0008184	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0004507|MGI:MGI:97829|MGI:MGI:97830|PANTHER:PTN000157685|RGD:3460|RGD:3461|RGD:620687|SGD:S000006364|UniProtKB:P06737|UniProtKB:P0AC86|dictyBase:DDB_G0281383|dictyBase:DDB_G0291123	9606	GO_Central		20170228
P11217	PYGM	enables	GO:0008184	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000811	9606	InterPro		20201205
P11217	PYGM	enables	GO:0004645	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011833	9606	InterPro		20201205
P11217	PYGM	enables	GO:0008184	F	ECO:0000304	TAS	PMID:9633816		9606	PINC		20030904
P11217	PYGM	enables	GO:0102499	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.1	9606	UniProt		20201205
P11217	PYGM	enables	GO:0004645	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.1	9606	UniProt		20201205
P11217	PYGM	enables	GO:0102250	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.1	9606	UniProt		20201205
P11217	PYGM	enables	GO:0008184	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WUB3|ensembl:ENSMUSP00000047564	9606	Ensembl		20201205
P13807	GYS1	enables	GO:0004373	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0266064|MGI:MGI:101805|PANTHER:PTN001300778|RGD:1589798|RGD:2773|SGD:S000001911|SGD:S000004248|UniProtKB:P13807|UniProtKB:P54840|dictyBase:DDB_G0267674	9606	GO_Central		20181120
P13807	GYS1	enables	GO:0004373	F	ECO:0000314	IDA	PMID:16275910		9606	UniProt		20111110
P13807	GYS1	enables	GO:0004373	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008631	9606	InterPro		20201205
P13807	GYS1	enables	GO:0004373	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.11	9606	UniProt		20201205
P13807	GYS1	enables	GO:0004373	F	ECO:0000269	EXP	PMID:19699667		9606	Reactome		20130502
P13807	GYS1	enables	GO:0004373	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z1E4|ensembl:ENSMUSP00000003964	9606	Ensembl		20201205
P13807	GYS1	enables	GO:0004373	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:A2RRU1|ensembl:ENSRNOP00000028271	9606	Ensembl		20201205
P15291	B4GALT1	enables	GO:0003831	F	ECO:0000314	IDA	PMID:16157350		9606	UniProt		20131129
P15291	B4GALT1	enables	GO:0003945	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.90	9606	UniProt		20201205
P15291	B4GALT1	enables	GO:0004461	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.22	9606	UniProt		20201205
P15291	B4GALT1	enables	GO:0003831	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.38	9606	UniProt		20201205
P15291	B4GALT1	enables	GO:0004461	F	ECO:0000269	EXP	PMID:11419947		9606	Reactome		20150129
P15291	B4GALT1	enables	GO:0008378	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P15535|ensembl:ENSMUSP00000030121	9606	Ensembl		20201205
P15291	B4GALT1	enables	GO:0003831	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P15535|ensembl:ENSMUSP00000030121	9606	Ensembl		20201205
P15291	B4GALT1	enables	GO:0008378	F	ECO:0000303	NAS	PMID:7540104		9606	UniProt		20021105
P15291	B4GALT1	enables	GO:0004461	F	ECO:0000314	IDA	PMID:33805		9606	UniProt		20070329
P15291	B4GALT1	enables	GO:0003945	F	ECO:0000314	IDA	PMID:2120039		9606	UniProt		20070330
P15291	B4GALT1	enables	GO:0003945	F	ECO:0000314	IDA	PMID:33805		9606	UniProt		20070329
P15291	B4GALT1	enables	GO:0035250	F	ECO:0000314	IDA	PMID:3917437		9606	UniProt		20070329
P15291	B4GALT1	enables	GO:0003831	F	ECO:0000314	IDA	PMID:33805		9606	UniProt		20070329
P15907	ST6GAL1	enables	GO:0003835	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:108470|PANTHER:PTN001010096|UniProtKB:P15907|UniProtKB:Q96JF0	9606	GO_Central		20170228
P15907	ST6GAL1	enables	GO:0003835	F	ECO:0000314	IDA	PMID:23999306		9606	UniProt		20131121
P15907	ST6GAL1	enables	GO:0008373	F	ECO:0000314	IDA	PMID:21081508		9606	UniProt		20101217
P15907	ST6GAL1	enables	GO:0008373	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001675|InterPro:IPR012163	9606	InterPro		20201205
P15907	ST6GAL1	enables	GO:0003835	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.99.1	9606	UniProt		20201205
P15907	ST6GAL1	enables	GO:0003835	F	ECO:0000304	TAS	Reactome:R-HSA-975902		9606	Reactome		20101115
P15907	ST6GAL1	enables	GO:0003835	F	ECO:0000304	TAS	Reactome:R-HSA-977071		9606	Reactome		20101015
P15907	ST6GAL1	enables	GO:0003835	F	ECO:0000304	TAS	Reactome:R-HSA-977228		9606	Reactome		20101015
P15907	ST6GAL1	enables	GO:0003835	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q64685|ensembl:ENSMUSP00000023601	9606	Ensembl		20201205
P15907	ST6GAL1	enables	GO:0008373	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q64685|ensembl:ENSMUSP00000023601	9606	Ensembl		20201205
P16442	ABO	enables	GO:0016758	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005076	9606	InterPro		20201205
P16442	ABO	enables	GO:0004381	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.37	9606	UniProt		20201205
P16442	ABO	enables	GO:0004380	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.40	9606	UniProt		20201205
P16662	UGT2B7	enables	GO:0015020	F	ECO:0000314	IDA	PMID:17442341		9606	UniProt		20120907
P16662	UGT2B7	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18719240		9606	UniProt		20201019
P16662	UGT2B7	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
P16662	UGT2B7	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18052087		9606	BHF-UCL		20100728
P16662	UGT2B7	enables	GO:0015020	F	ECO:0000314	IDA	PMID:20056724		9606	BHF-UCL		20100726
P16662	UGT2B7	enables	GO:0015020	F	ECO:0000314	IDA	PMID:22579593		9606	UniProt	has_input(CHEBI:10110)	20140529
P19224	UGT1A6	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
P19224	UGT1A6	enables	GO:0015020	F	ECO:0000314	IDA	PMID:22579593		9606	UniProt	has_input(CHEBI:28790)	20140529
P19224	UGT1A6	enables	GO:0015020	F	ECO:0000250	ISS	PMID:20610558	UniProtKB:Q9HAW7-1	9606	BHF-UCL		20150109
P19526	FUT1	enables	GO:0008107	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:109374|MGI:MGI:109375|MGI:MGI:1928893|PANTHER:PTN000231475|RGD:2639	9606	GO_Central		20170228
P19526	FUT1	enables	GO:0031127	F	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:F6Q1T7	9606	UniProt		20200116
P19526	FUT1	enables	GO:0031127	F	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:O09160	9606	UniProt		20200114
P19526	FUT1	enables	GO:0008107	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002516	9606	InterPro		20201205
P19526	FUT1	enables	GO:0008417	F	ECO:0000304	TAS	PMID:2118655		9606	PINC		20030904
P19526	FUT1	enables	GO:0008107	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.69	9606	UniProt		20201205
P19526	FUT1	enables	GO:0031127	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O09160|ensembl:ENSMUSP00000008605	9606	Ensembl		20201205
P19526	FUT1	enables	GO:0008107	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O09160|ensembl:ENSMUSP00000008605	9606	Ensembl		20201205
P19526	FUT1	enables	GO:0008107	F	ECO:0000304	TAS	PMID:11698403		9606	UniProt		20031216
P19971	TYMP	enables	GO:0004645	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000053	9606	InterPro		20201205
P19971	TYMP	enables	GO:0016154	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018090	9606	InterPro		20201205
P19971	TYMP	enables	GO:0016763	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR013102|InterPro:IPR036566	9606	InterPro		20201205
P19971	TYMP	enables	GO:0009032	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.4	9606	UniProt		20201205
P19971	TYMP	enables	GO:0009032	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99N42|ensembl:ENSMUSP00000023285	9606	Ensembl		20201205
P19971	TYMP	enables	GO:0009032	F	ECO:0000314	IDA	PMID:1590793		9606	CAFA		20160722
P19971	TYMP	enables	GO:0009032	F	ECO:0000315	IMP	PMID:9924029		9606	CAFA	occurs_in(CL:0000738)	20160721
P21217	FUT3	enables	GO:0046920	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0036485|MGI:MGI:1330859|MGI:MGI:2384748|PANTHER:PTN000231531|RGD:619954|RGD:735019|TAIR:locus:2094078|UniProtKB:G3MZR2|UniProtKB:P21217|UniProtKB:P22083|UniProtKB:P51993|UniProtKB:Q11128|UniProtKB:Q11130|UniProtKB:Q9Y231|WB:WBGene00001505|WB:WBGene00020222	9606	GO_Central		20170228
P21217	FUT3	enables	GO:0017060	F	ECO:0000314	IDA	PMID:1977660		9606	UniProt		20200124
P21217	FUT3	enables	GO:0017060	F	ECO:0000314	IDA	PMID:7721776		9606	UniProt		20200203
P21217	FUT3	enables	GO:0017060	F	ECO:0000314	IDA	PMID:1740457		9606	UniProt		20200313
P21217	FUT3	enables	GO:0017083	F	ECO:0000314	IDA	PMID:1740457		9606	UniProt		20200313
P21217	FUT3	enables	GO:0017083	F	ECO:0000314	IDA	PMID:12668675		9606	UniProt		20200203
P21217	FUT3	enables	GO:0017083	F	ECO:0000314	IDA	PMID:7721776		9606	UniProt		20200204
P21217	FUT3	enables	GO:0017083	F	ECO:0000314	IDA	PMID:1977660		9606	UniProt		20200204
P21217	FUT3	enables	GO:0017060	F	ECO:0000315	IMP	PMID:11058871		9606	UniProt		20200206
P21217	FUT3	enables	GO:0017060	F	ECO:0000315	IMP	PMID:10211701		9606	UniProt		20200204
P21217	FUT3	enables	GO:0017083	F	ECO:0000315	IMP	PMID:11058871		9606	UniProt		20200206
P21217	FUT3	enables	GO:0017083	F	ECO:0000315	IMP	PMID:10211701		9606	UniProt		20200204
P21217	FUT3	enables	GO:0008417	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001503	9606	InterPro		20201205
P21217	FUT3	enables	GO:0017060	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.65	9606	UniProt		20201205
P21217	FUT3	enables	GO:0017060	F	ECO:0000304	TAS	Reactome:R-HSA-5693925		9606	Reactome		20150519
P21217	FUT3	enables	GO:0008417	F	ECO:0000314	IDA	PMID:7721776		9606	BHF-UCL		20170614
P21217	FUT3	enables	GO:0046920	F	ECO:0000314	IDA	PMID:1977660		9606	BHF-UCL		20110721
P21217	FUT3	enables	GO:0008417	F	ECO:0000314	IDA	PMID:12668675		9606	BHF-UCL		20110721
P22083	FUT4	enables	GO:0046920	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0036485|MGI:MGI:1330859|MGI:MGI:2384748|PANTHER:PTN000231531|RGD:619954|RGD:735019|TAIR:locus:2094078|UniProtKB:G3MZR2|UniProtKB:P21217|UniProtKB:P22083|UniProtKB:P51993|UniProtKB:Q11128|UniProtKB:Q11130|UniProtKB:Q9Y231|WB:WBGene00001505|WB:WBGene00020222	9606	GO_Central		20170228
P22083	FUT4	enables	GO:0017083	F	ECO:0000314	IDA	PMID:1740457		9606	UniProt		20200313
P22083	FUT4	enables	GO:0017083	F	ECO:0000314	IDA	PMID:11278338		9606	UniProt		20191114
P22083	FUT4	enables	GO:0017083	F	ECO:0000315	IMP	PMID:23192350		9606	UniProt		20191114
P22083	FUT4	enables	GO:0008417	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001503	9606	InterPro		20201205
P22083	FUT4	enables	GO:0008417	F	ECO:0000304	TAS	PMID:1716630		9606	PINC		20030904
P22083	FUT4	enables	GO:0046920	F	ECO:0000304	TAS	PMID:11698403		9606	UniProt		20031216
P22309	UGT1A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:15472229		9606	UniProt		20201019
P22309	UGT1A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18719240		9606	UniProt		20201019
P22309	UGT1A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:19830808		9606	UniProt		20201019
P22309	UGT1A1	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
P22309	UGT1A1	enables	GO:0015020	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q64550|ensembl:ENSRNOP00000025045	9606	Ensembl		20201205
P22309	UGT1A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:19996319		9606	BHF-UCL		20100726
P22309	UGT1A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18052087		9606	BHF-UCL		20100728
P22309	UGT1A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:20056724		9606	BHF-UCL		20100726
P22309	UGT1A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:20308471		9606	BHF-UCL	has_input(CHEBI:15367)	20141003
P22309	UGT1A1	enables	GO:0015020	F	ECO:0005801	IDA	PMID:1898728		9606	GO_Central		20180216
P22309	UGT1A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:17179145		9606	UniProt		20140530
P22309	UGT1A1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:22579593		9606	UniProt	has_input(CHEBI:4911)	20140529
P22309	UGT1A1	enables	GO:0015020	F	ECO:0000250	ISS	PMID:20610558	UniProtKB:Q9HAW7-1	9606	BHF-UCL		20150109
P22310	UGT1A4	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18177842		9606	UniProt		20201019
P22310	UGT1A4	enables	GO:0015020	F	ECO:0000314	IDA	PMID:24641623		9606	UniProt		20201019
P22310	UGT1A4	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
P22310	UGT1A4	enables	GO:0015020	F	ECO:0005801	IDA	PMID:1898728		9606	GO_Central		20180216
P22310	UGT1A4	enables	GO:0015020	F	ECO:0000314	IDA	PMID:22579593		9606	UniProt	has_input(CHEBI:45951)	20140529
P22310	UGT1A4	enables	GO:0015020	F	ECO:0000250	ISS	PMID:20610558	UniProtKB:Q9HAW7-1	9606	BHF-UCL		20150109
P26572	MGAT1	enables	GO:0003827	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0034521|PANTHER:PTN000049378|TAIR:locus:2120993|UniProtKB:P26572|WB:WBGene00001637|WB:WBGene00001639	9606	GO_Central		20200807
P26572	MGAT1	enables	GO:0003827	F	ECO:0000314	IDA	PMID:1702225		9606	UniProt		20180918
P26572	MGAT1	enables	GO:0008375	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004139	9606	InterPro		20201205
P26572	MGAT1	enables	GO:0003827	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.101	9606	UniProt		20201205
P26572	MGAT1	enables	GO:0003827	F	ECO:0000304	TAS	Reactome:R-HSA-964768		9606	Reactome		20100917
P26572	MGAT1	enables	GO:0008375	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P27808|ensembl:ENSMUSP00000126303	9606	Ensembl		20201205
P35503	UGT1A3	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18719240		9606	UniProt		20201019
P35503	UGT1A3	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
P35503	UGT1A3	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18052087		9606	BHF-UCL		20100728
P35503	UGT1A3	enables	GO:0015020	F	ECO:0000314	IDA	PMID:20056724		9606	BHF-UCL		20100726
P35503	UGT1A3	enables	GO:0015020	F	ECO:0000314	IDA	PMID:20308471		9606	BHF-UCL	has_input(CHEBI:15367)	20141003
P35503	UGT1A3	enables	GO:0015020	F	ECO:0000314	IDA	PMID:17179145		9606	UniProt		20140530
P35503	UGT1A3	enables	GO:0015020	F	ECO:0000314	IDA	PMID:22579593		9606	UniProt	has_input(CHEBI:16755)	20140529
P35503	UGT1A3	enables	GO:0015020	F	ECO:0000250	ISS	PMID:20610558	UniProtKB:Q9HAW7-1	9606	BHF-UCL		20150109
P35504	UGT1A5	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
P35573	AGL	enables	GO:0004134	F	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000060165|RGD:1306376|SGD:S000006388|UniProtKB:P35573	9606	GO_Central		20170228
P35573	AGL	enables	GO:0004134	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006421|InterPro:IPR010401	9606	InterPro		20201205
P35573	AGL	enables	GO:0004134	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.25	9606	UniProt		20201205
P35573	AGL	enables	GO:0102500	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.25	9606	UniProt		20201205
P35573	AGL	enables	GO:0004134	F	ECO:0000269	EXP	PMID:2961257		9606	Reactome		20150207
P35573	AGL	enables	GO:0004134	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D4AEH9|ensembl:ENSRNOP00000052593	9606	Ensembl		20201205
P37287	PIGA	enables	GO:0017176	F	ECO:0000304	TAS	PMID:16162815		9606	HGNC-UCL		20060301
P37287	PIGA	enables	GO:0017176	F	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000282535|SGD:S000006096	9606	GO_Central		20170228
P37287	PIGA	enables	GO:0017176	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039507	9606	InterPro		20201205
P37287	PIGA	enables	GO:0017176	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.198	9606	UniProt		20201205
P43490	NAMPT	enables	GO:0004514	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR036068	9606	InterPro		20201205
P43490	NAMPT	enables	GO:0047280	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.12	9606	UniProt		20201205
P43490	NAMPT	enables	GO:0047280	F	ECO:0000304	TAS	Reactome:R-HSA-197250		9606	Reactome		20150207
P46976	GYG1	enables	GO:0102751	F	ECO:0000314	IDA	PMID:30356213		9606	UniProt		20181112
P46976	GYG1	enables	GO:0102751	F	ECO:0000314	IDA	PMID:22160680		9606	UniProt		20181112
P46976	GYG1	enables	GO:0008466	F	ECO:0000314	IDA	PMID:30356213		9606	UniProt		20181112
P46976	GYG1	enables	GO:0008466	F	ECO:0000314	IDA	PMID:22160680		9606	UniProt		20181112
P46976	GYG1	enables	GO:0008466	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.186	9606	UniProt		20201205
P46976	GYG1	enables	GO:0102751	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.186	9606	UniProt		20201205
P46976	GYG1	enables	GO:0008466	F	ECO:0000269	EXP	PMID:20357282		9606	Reactome		20130502
P46977	STT3A	enables	GO:0004579	F	ECO:0000315	IMP	PMID:22467853		9606	ARUK-UCL		20200131
P46977	STT3A	enables	GO:0004579	F	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000356208|UniProtKB:E2RG47|UniProtKB:F1PJP5|UniProtKB:P46977|UniProtKB:Q8TCJ2	9606	GO_Central		20200808
